Distance,Hop,RTT,PLR
400m,1,5265.364824120603,0.5714285714285714
400m,1,2674,0.0
400m,1,4028.6824120603014,0.4
400m,1,4255.682412060301,0.4
400m,1,2822,0.0
400m,1,2860,0.0
400m,1,4104.682412060301,0.4
400m,1,2875,0.0
400m,1,3569.8412060301507,0.25
400m,1,3405.8412060301507,0.25
400m,1,2937,0.0
400m,1,2851,0.0
400m,1,2898,0.0
400m,1,3388.8412060301507,0.25
400m,1,4004.6824120603014,0.4
400m,1,3489.8412060301507,0.25
400m,1,3463.8412060301507,0.25
400m,1,2921,0.0
400m,1,3427.8412060301507,0.25
400m,1,2939,0.0
400m,1,2935,0.0
400m,1,2964,0.0
400m,1,2956,0.0
400m,1,8743.412060301507,0.7692307692307693
400m,1,4013.6824120603014,0.4
400m,1,4042.6824120603014,0.4
400m,1,2954,0.0
400m,1,2935,0.0
400m,1,3465.8412060301507,0.25
400m,1,2906,0.0
400m,1,3539.8412060301507,0.25
400m,1,2792,0.0
400m,1,3582.8412060301507,0.25
400m,1,2778,0.0
400m,1,2887,0.0
400m,1,3420.8412060301507,0.25
400m,1,3436.8412060301507,0.25
400m,1,2974,0.0
400m,1,3437.8412060301507,0.25
400m,1,3412.8412060301507,0.25
400m,1,4559.523618090452,0.5
400m,1,3548.8412060301507,0.25
400m,1,2998,0.0
400m,1,4663.523618090452,0.5
400m,1,2949,0.0
400m,1,3510.8412060301507,0.25
400m,1,3458.8412060301507,0.25
400m,1,2900,0.0
400m,1,2897,0.0
400m,1,3406.8412060301507,0.25
400m,1,2316.8412060301507,0.25
400m,1,2948,0.0
400m,1,2907,0.0
400m,1,2940,0.0
400m,1,2845,0.0
400m,1,3486.8412060301507,0.25
400m,1,3342.8412060301507,0.25
400m,1,3425.8412060301507,0.25
400m,1,3340.8412060301507,0.25
400m,1,2602,0.0
400m,1,2917,0.0
400m,1,3024,0.0
400m,1,2905,0.0
400m,1,3999.6824120603014,0.4
400m,1,3970.6824120603014,0.4
400m,1,4053.6824120603014,0.4
400m,1,2833,0.0
1km,1,2896,0.0
1km,1,2859,0.0
1km,1,2945,0.0
1km,1,2847,0.0
1km,1,2896,0.0
1km,1,2773,0.0
1km,1,2850,0.0
1km,1,3419.8412060301507,0.25
1km,1,3473.8412060301507,0.25
1km,1,2803,0.0
1km,1,3428.8412060301507,0.25
1km,1,2874,0.0
1km,1,2908,0.0
1km,1,2826,0.0
1km,1,3416.8412060301507,0.25
1km,1,2865,0.0
1km,1,3482.8412060301507,0.25
1km,1,4074.8412060301507,0.25
1km,1,3017,0.0
1km,1,2889,0.0
1km,1,3055,0.0
1km,1,2928,0.0
1km,1,2884,0.0
1km,1,2838,0.0
1km,1,2778,0.0
1km,1,2890,0.0
1km,1,2953,0.0
1km,1,3015,0.0
1km,1,3042,0.0
1km,1,2837,0.0
1km,1,2818,0.0
1km,1,3344.8412060301507,0.25
1km,1,2822,0.0
1km,1,2949,0.0
1km,1,2921,0.0
1km,1,2935,0.0
1km,1,2885,0.0
1km,1,2568,0.0
1km,1,2848,0.0
1km,1,2862,0.0
1km,1,2830,0.0
1km,1,2829,0.0
1km,1,2923,0.0
1km,1,2861,0.0
1km,1,2875,0.0
1km,1,2914,0.0
1km,1,2888,0.0
1km,1,3003,0.0
1km,1,2798,0.0
1km,1,2918,0.0
1km,1,2358,0.0
1km,1,3374.8412060301507,0.25
1km,1,3529.8412060301507,0.25
1km,1,2856,0.0
1km,1,2915,0.0
1km,1,2854,0.0
1km,1,2797,0.0
1km,1,2942,0.0
1km,1,3510.8412060301507,0.25
1km,1,2997,0.0
1km,1,2921,0.0
1km,1,2968,0.0
1km,1,2854,0.0
1km,1,2836,0.0
1km,1,2916,0.0
1km,1,2875,0.0
1km,1,2877,0.0
1km,1,2948,0.0
1km,1,2828,0.0
1km,1,2938,0.0
1km,1,3632.8412060301507,0.25
1km,1,2806,0.0
1km,1,2950,0.0
1km,1,2969,0.0
1km,1,2928,0.0
1km,1,2851,0.0
1km,1,3480.8412060301507,0.25
1km,1,3083,0.0
1km,1,2980,0.0
1km,1,2899,0.0
1km,1,2838,0.0
1km,1,2930,0.0
1km,1,3523.8412060301507,0.25
1km,1,2925,0.0
1km,1,2795,0.0
1km,1,2798,0.0
1km,1,2956,0.0
1km,1,2928,0.0
1km,1,2797,0.0
1km,1,2788,0.0
1km,1,2939,0.0
1km,1,2837,0.0
1km,1,2976,0.0
1km,1,2955,0.0
1km,1,2972,0.0
1km,1,2802,0.0
1km,1,2949,0.0
1km,1,2860,0.0
1km,1,3446.8412060301507,0.25
1km,1,3522.8412060301507,0.25
1km,1,2931,0.0
1km,1,2950,0.0
1km,1,4053.6824120603014,0.4
1km,1,2925,0.0
1km,1,3519.8412060301507,0.25
1km,1,2822,0.0
1km,1,3994.6824120603014,0.4
1km,1,2940,0.0
1km,1,2944,0.0
1km,1,2814,0.0
1km,1,2923,0.0
1km,1,2642,0.0
1km,1,2911,0.0
1km,1,3475.8412060301507,0.25
1km,1,3331.8412060301507,0.25
1km,1,2928,0.0
1km,1,4086.6824120603014,0.4
1km,1,2982,0.0
1km,1,3469.8412060301507,0.25
1km,1,3240.8412060301507,0.25
1km,1,3388.8412060301507,0.25
1km,1,2865,0.0
1km,1,2930,0.0
1km,1,2770,0.0
1km,1,2816,0.0
1km,1,3387,0.0
1km,1,3583.8412060301507,0.25
1km,1,2824,0.0
1km,1,2602,0.0
1km,1,2803,0.0
1km,1,2871,0.0
1km,1,2968,0.0
1km,1,3470.8412060301507,0.25
1km,1,2839,0.0
1km,1,2843,0.0
1km,1,3016,0.0
1km,1,3022,0.0
1km,1,3361.8412060301507,0.25
1km,1,2900,0.0
1km,1,2912,0.0
1km,1,2889,0.0
1km,1,2859,0.0
1km,1,2833,0.0
1km,1,2934,0.0
1km,1,3907.8412060301507,0.25
1km,1,3442.8412060301507,0.25
1km,1,3483.8412060301507,0.25
1km,1,2865,0.0
1km,1,2971,0.0
1km,1,2833,0.0
1km,1,2864,0.0
1km,1,2978,0.0
1km,1,3433.8412060301507,0.25
1km,1,2760,0.0
1km,1,2844,0.0
1km,1,2963,0.0
1km,1,2821,0.0
1km,1,2954,0.0
1km,1,2756,0.0
1km,1,2965,0.0
1km,1,2948,0.0
1km,1,1818,0.0
1km,1,2836,0.0
1km,1,3429,0.0
1km,1,2971,0.0
1km,1,2761,0.0
1km,1,2852,0.0
1km,1,2853,0.0
1km,1,3428.8412060301507,0.25
1km,1,3506.8412060301507,0.25
1km,1,2854,0.0
1km,1,3372.8412060301507,0.25
1km,1,2946,0.0
1km,1,3519.8412060301507,0.25
1km,1,3289.8412060301507,0.25
1km,1,2896,0.0
1km,1,2670,0.0
1km,1,2866,0.0
1km,1,3429.8412060301507,0.25
1km,1,2834,0.0
1km,1,2910,0.0
1km,1,2945,0.0
1km,1,2824,0.0
1km,1,2954,0.0
1km,1,3014,0.0
1km,1,2862,0.0
1km,1,2868,0.0
1km,1,2929,0.0
1km,1,2962,0.0
1km,1,2783,0.0
1km,1,3511.8412060301507,0.25
1km,1,2888,0.0
1km,1,3596.8412060301507,0.25
1km,1,2455,0.0
1km,1,2920,0.0
1km,1,3853.6824120603014,0.4
1km,1,3011,0.0
1km,1,2917,0.0
1km,1,3639.8412060301507,0.25
1km,1,2934,0.0
1km,1,2868,0.0
1km,1,2919,0.0
1km,1,2967,0.0
1km,1,2886,0.0
1km,1,3591.8412060301507,0.25
1km,1,4031.8412060301507,0.25
1km,1,3440.8412060301507,0.25
1km,1,3023,0.0
1km,1,2987,0.0
1km,1,3702.8412060301507,0.25
1km,1,2881,0.0
1km,1,3045,0.0
1km,1,2808,0.0
1km,1,2952,0.0
1km,1,3441.8412060301507,0.25
1km,1,2991,0.0
1km,1,2942,0.0
1km,1,2999,0.0
1km,1,3542.8412060301507,0.25
1km,1,2999,0.0
1km,1,2841,0.0
1km,1,2773,0.0
1km,1,3479.8412060301507,0.25
1km,1,2954,0.0
1km,1,3077,0.0
1km,1,2876,0.0
1km,1,3591.8412060301507,0.25
1km,1,3472.8412060301507,0.25
1km,1,3408.8412060301507,0.25
1km,1,3539.8412060301507,0.25
1km,1,3015,0.0
1km,1,2970,0.0
1km,1,2931,0.0
1km,1,3602.8412060301507,0.25
1km,1,2845,0.0
1km,1,2943,0.0
1km,1,3619.8412060301507,0.25
1km,1,2854,0.0
1km,1,2890,0.0
1km,1,3014,0.0
1km,1,3461.8412060301507,0.25
1km,1,3501.8412060301507,0.25
1km,1,2903,0.0
1km,1,3479.8412060301507,0.25
1km,1,2925,0.0
1km,1,3389.8412060301507,0.25
1km,1,3531.8412060301507,0.25
1km,1,3566.8412060301507,0.25
1km,1,2931,0.0
1km,1,2893,0.0
1km,1,2892,0.0
1km,1,3413.8412060301507,0.25
1km,1,2938,0.0
1km,1,2899,0.0
1km,1,3581.8412060301507,0.25
1km,1,2971,0.0
1km,1,2763,0.0
1km,1,3015,0.0
1km,1,2723,0.0
1km,1,2768,0.0
1km,1,3086,0.0
1km,1,2694,0.0
1km,1,2861,0.0
1km,1,2866,0.0
1km,1,3429.8412060301507,0.25
1km,1,2814,0.0
1km,1,2878,0.0
1km,1,2904,0.0
1km,1,2677,0.0
1km,1,3448.8412060301507,0.25
1km,1,2976,0.0
1km,1,2902,0.0
1km,1,2732,0.0
1km,1,2801,0.0
1km,1,2973,0.0
1km,1,3537.8412060301507,0.25
1km,1,2923,0.0
1km,1,2764,0.0
1km,1,2992,0.0
1km,1,3023,0.0
1km,1,2998,0.0
1km,1,2891,0.0
1km,1,2944,0.0
1km,1,3509.8412060301507,0.25
1km,1,1881,0.0
1km,1,3527.8412060301507,0.25
1km,1,3401.8412060301507,0.25
1km,1,2838,0.0
1km,1,2848,0.0
1km,1,2896,0.0
1km,1,3433.8412060301507,0.25
1km,1,2859,0.0
1km,1,3018,0.0
1km,1,2706,0.0
1km,1,3516.8412060301507,0.25
1km,1,3559.8412060301507,0.25
1km,1,4053.6824120603014,0.4
1km,1,2906,0.0
1km,1,2946,0.0
1km,1,3007,0.0
1km,1,2870,0.0
1km,1,2891,0.0
1km,1,2904,0.0
1km,1,2977,0.0
1km,1,2996,0.0
1km,1,2867,0.0
1km,1,2814,0.0
1km,1,2884,0.0
1km,1,2822,0.0
1km,1,2932,0.0
1km,1,3457.8412060301507,0.25
1km,1,2910,0.0
1km,1,2814,0.0
1km,1,2954,0.0
1km,1,2924,0.0
1km,1,4178.682412060301,0.4
1km,1,2931,0.0
1km,1,2918,0.0
1km,1,3045,0.0
1km,1,2910,0.0
1km,1,2943,0.0
1km,1,2982,0.0
1km,1,2907,0.0
1km,1,3529.8412060301507,0.25
1km,1,3442.8412060301507,0.25
1km,1,2861,0.0
1km,1,2873,0.0
1km,1,3505.8412060301507,0.25
1km,1,3497.8412060301507,0.25
1km,1,3052,0.0
1km,1,3023,0.0
1km,1,2825,0.0
1km,1,2785,0.0
1km,1,2998,0.0
1km,1,3566.8412060301507,0.25
1km,1,2774,0.0
1km,1,2965,0.0
1km,1,2815,0.0
1km,1,2899,0.0
1km,1,3531.8412060301507,0.25
1km,1,2844,0.0
1km,1,2791,0.0
1km,1,2873,0.0
1km,1,4578.523618090452,0.5
1km,1,2916,0.0
1km,1,2964,0.0
1km,1,2843,0.0
1km,1,2764,0.0
1km,1,2974,0.0
1km,1,2976,0.0
1km,1,2842,0.0
1km,1,2932,0.0
1km,1,2916,0.0
1km,1,2936,0.0
1km,1,2807,0.0
1km,1,2903,0.0
1km,1,2968,0.0
1km,1,2992,0.0
1km,1,2812,0.0
1km,1,3043,0.0
1km,1,2928,0.0
1km,1,2881,0.0
1km,1,3493.8412060301507,0.25
1km,1,3000,0.0
1km,1,2905,0.0
1km,1,3093,0.0
1km,1,2884,0.0
1km,1,2782,0.0
1km,1,2908,0.0
1km,1,2958,0.0
1km,1,2945,0.0
1km,1,2957,0.0
1km,1,2875,0.0
1km,1,2978,0.0
1km,1,3049,0.0
1km,1,2981,0.0
1km,1,2938,0.0
1km,1,2982,0.0
1km,1,3592.8412060301507,0.25
1km,1,2988,0.0
1km,1,2988,0.0
1km,1,3394.8412060301507,0.25
1km,1,3535.8412060301507,0.25
1km,1,2992,0.0
1km,1,3562.8412060301507,0.25
1km,1,3058,0.0
1km,1,2906,0.0
1km,1,2837,0.0
1km,1,2978,0.0
1km,1,2824,0.0
1km,1,2954,0.0
1km,1,2876,0.0
1km,1,2901,0.0
1km,1,2906,0.0
1km,1,2896,0.0
1km,1,3006,0.0
1km,1,3402.8412060301507,0.25
1km,1,2929,0.0
1km,1,2897,0.0
1km,1,2822,0.0
1km,1,2969,0.0
1km,1,2828,0.0
1km,1,2904,0.0
1km,1,2720,0.0
1km,1,2946,0.0
1km,1,2885,0.0
1km,1,2900,0.0
1km,1,2905,0.0
1km,1,2801,0.0
1km,1,2912,0.0
1km,1,3556.8412060301507,0.25
1km,1,3555.8412060301507,0.25
1km,1,2994,0.0
1km,1,4085.6824120603014,0.4
1km,1,2831,0.0
1km,1,2882,0.0
1km,1,2933,0.0
1km,1,2759,0.0
1km,1,2998,0.0
1km,1,3039,0.0
1km,1,2702,0.0
1km,1,2872,0.0
1km,1,2868,0.0
1km,1,2686,0.0
1km,1,3493.8412060301507,0.25
1km,1,2877,0.0
1km,1,2817,0.0
1km,1,2954,0.0
1km,1,3437.8412060301507,0.25
1km,1,2915,0.0
1km,1,2971,0.0
1km,1,3346,0.0
1km,1,3478.8412060301507,0.25
1km,1,2876,0.0
1km,1,3480.8412060301507,0.25
1km,1,2486,0.0
1km,1,2987,0.0
1km,1,2984,0.0
1km,1,2861,0.0
1km,1,3603.8412060301507,0.25
1km,1,2929,0.0
1km,1,2920,0.0
1km,1,2997,0.0
1km,1,2966,0.0
1km,1,2881,0.0
1km,1,3529.8412060301507,0.25
1km,1,4657.523618090452,0.5
1km,1,2836,0.0
1km,1,2940,0.0
1km,1,4612.523618090452,0.5
1km,1,3011,0.0
1km,1,2890,0.0
1km,1,3375.8412060301507,0.25
1km,1,2938,0.0
1km,1,2969,0.0
1km,1,2913,0.0
1km,1,3539.8412060301507,0.25
1km,1,2878,0.0
1km,1,2931,0.0
1km,1,2886,0.0
1km,1,2965,0.0
1km,1,3345.8412060301507,0.25
1km,1,2974,0.0
1km,1,2852,0.0
1km,1,3430.8412060301507,0.25
1km,1,2922,0.0
1km,1,2819,0.0
1km,1,2430,0.0
1km,1,2797,0.0
1km,1,2833,0.0
1km,1,2948,0.0
1km,1,2332.8412060301507,0.25
1km,1,3057,0.0
1km,1,2816,0.0
1km,1,2959,0.0
1km,1,3484.8412060301507,0.25
1km,1,2982,0.0
1km,1,2812,0.0
1km,1,2826,0.0
1km,1,2999.8412060301507,0.25
1km,1,3031,0.0
1km,1,2795,0.0
1km,1,2864,0.0
1km,1,3020,0.0
1km,1,2888,0.0
1km,1,2780,0.0
1km,1,2902,0.0
1km,1,2767,0.0
1km,1,2902,0.0
1km,1,2888,0.0
1km,1,2947,0.0
1km,1,2902,0.0
1km,1,2797,0.0
1km,1,3708.8412060301507,0.25
1km,1,2811,0.0
1km,1,3492.8412060301507,0.25
1km,1,3021,0.0
1km,1,2900,0.0
1km,1,3476.8412060301507,0.25
1km,1,2768,0.0
1km,1,2772,0.0
1km,1,2983,0.0
1km,1,2824,0.0
1km,1,2894,0.0
1km,1,2914,0.0
1km,1,3032,0.0
1km,1,2948,0.0
1km,1,2968,0.0
1km,1,3550.8412060301507,0.25
1km,1,2944,0.0
1km,1,2956,0.0
1km,1,2953,0.0
1km,1,2962,0.0
1km,1,3472.8412060301507,0.25
1km,1,2852,0.0
1km,1,3566.8412060301507,0.25
1km,1,2938,0.0
1km,1,2812,0.0
1km,1,2859,0.0
1km,1,2905,0.0
1km,1,2900,0.0
1km,1,2890,0.0
1km,1,2915,0.0
1km,1,2808,0.0
1km,1,4120.682412060301,0.4
1km,1,2866,0.0
1km,1,2926,0.0
1km,1,2705,0.0
1km,1,3497.8412060301507,0.25
1km,1,3492.8412060301507,0.25
1km,1,2902,0.0
1km,1,2829,0.0
1km,1,3484.8412060301507,0.25
1km,1,2944,0.0
1km,1,2939,0.0
1km,1,3554.8412060301507,0.25
1km,1,2905,0.0
1km,1,2693,0.0
1km,1,2810,0.0
1km,1,2836,0.0
1km,1,2872,0.0
1km,1,3002,0.0
1km,1,2752,0.0
1km,1,2685,0.0
1km,1,2900,0.0
1km,1,2839,0.0
1km,1,2859,0.0
1km,1,2614,0.0
1km,1,3490.8412060301507,0.25
1km,1,2901,0.0
1km,1,3470.8412060301507,0.25
1km,1,2946,0.0
1km,1,2969,0.0
1km,1,2947,0.0
1km,1,2967,0.0
1km,1,2987,0.0
1km,1,2907,0.0
1km,1,2976,0.0
1km,1,3546.8412060301507,0.25
1km,1,2853,0.0
1km,1,2808,0.0
1km,1,2905,0.0
1km,1,2869,0.0
1km,1,2976,0.0
1km,1,3714.8412060301507,0.25
1km,1,2959,0.0
1km,1,3437.8412060301507,0.25
1km,1,2795,0.0
1km,1,3006,0.0
1km,1,3897.6824120603014,0.4
1km,1,2863,0.0
1km,1,2782,0.0
1km,1,2808,0.0
1km,1,2915,0.0
1km,1,2880,0.0
1km,1,2948,0.0
1km,1,2858,0.0
1km,1,2844,0.0
1km,1,2957,0.0
1km,1,3442.8412060301507,0.25
1km,1,2865,0.0
1km,1,2977,0.0
1km,1,2993,0.0
1km,1,3171,0.0
1km,1,2901,0.0
1km,1,2906,0.0
1km,1,2891,0.0
1km,1,2953,0.0
1km,1,3472.8412060301507,0.25
1km,1,2944,0.0
1km,1,3473.8412060301507,0.25
1km,1,3328.8412060301507,0.25
1km,1,2995,0.0
1km,1,2981,0.0
1km,1,2952,0.0
1km,1,2973,0.0
1km,1,2886,0.0
1km,1,2554,0.0
1km,1,2679,0.0
1km,1,2793,0.0
1km,1,2914,0.0
1km,1,2687,0.0
1km,1,3032,0.0
1km,1,4132.682412060301,0.4
1km,1,2946,0.0
1km,1,2894,0.0
1km,1,2974,0.0
1km,1,2979,0.0
1km,1,2858,0.0
1km,1,2957,0.0
1km,1,2905,0.0
1km,1,2958,0.0
1km,1,2969,0.0
1km,1,3444.8412060301507,0.25
1km,1,3020,0.0
1km,1,4090.6824120603014,0.4
1km,1,2427,0.0
1km,1,3533.8412060301507,0.25
1km,1,2958,0.0
1km,1,2887,0.0
1km,1,2870,0.0
1km,1,3520.8412060301507,0.25
1km,1,3465.8412060301507,0.25
1km,1,2874,0.0
1km,1,2840,0.0
1km,1,2846,0.0
1km,1,2914,0.0
1km,1,2972,0.0
1km,1,2931,0.0
1km,1,2966,0.0
1km,1,3471.8412060301507,0.25
1km,1,2870,0.0
1km,1,3453.8412060301507,0.25
1km,1,2999,0.0
1km,1,2868,0.0
1km,1,3521.8412060301507,0.25
1km,1,3556.8412060301507,0.25
1km,1,3454.8412060301507,0.25
1km,1,2900,0.0
1km,1,2892,0.0
1km,1,2939,0.0
1km,1,2927,0.0
1km,1,2848,0.0
1km,1,2936,0.0
1km,1,2991,0.0
1km,1,2937,0.0
1km,1,2799,0.0
1km,1,2891,0.0
1km,1,2900,0.0
1km,1,2907,0.0
1km,1,2793,0.0
1km,1,3468.8412060301507,0.25
1km,1,2967,0.0
1km,1,2883,0.0
1km,1,2869,0.0
1km,1,2529,0.0
1km,1,2874,0.0
1km,1,2967,0.0
1km,1,3625.8412060301507,0.25
1km,1,2693,0.0
1km,1,3420.8412060301507,0.25
1km,1,2850,0.0
1km,1,2752,0.0
1km,1,2846,0.0
1km,1,2954,0.0
1km,1,2867,0.0
1km,1,2934,0.0
1km,1,2876,0.0
1km,1,2959,0.0
1km,1,4098.682412060301,0.4
1km,1,2928,0.0
1km,1,2628,0.0
1km,1,2906,0.0
1km,1,2915,0.0
1km,1,2944,0.0
1km,1,2885,0.0
1km,1,1906,0.0
1km,1,3057,0.0
1km,1,3505.8412060301507,0.25
1km,1,3395.8412060301507,0.25
1km,1,2870,0.0
1km,1,2836,0.0
1km,1,2906,0.0
1km,1,2966,0.0
1km,1,2978,0.0
1km,1,3203.8412060301507,0.25
1km,1,2890,0.0
1km,1,2955,0.0
1km,1,2882,0.0
1km,1,2948,0.0
1km,1,3454.8412060301507,0.25
1km,1,2907,0.0
1km,1,2786,0.0
1km,1,2786,0.0
1km,1,2923,0.0
1km,1,2947,0.0
1km,1,2992,0.0
1km,1,2908,0.0
1km,1,3013,0.0
1km,1,2720,0.0
1km,1,2945,0.0
1km,1,2838,0.0
1km,1,2526,0.0
1km,1,2898,0.0
1km,1,3485.8412060301507,0.25
1km,1,2925,0.0
1km,1,3016,0.0
1km,1,2807,0.0
1km,1,2833,0.0
1km,1,2868,0.0
1km,1,3534.8412060301507,0.25
1km,1,2991,0.0
1km,1,2896,0.0
1km,1,3367.8412060301507,0.25
1km,1,2882,0.0
1km,1,2795,0.0
1km,1,2915,0.0
1km,1,2843,0.0
1km,1,2965,0.0
1km,1,2882,0.0
1km,1,3486.8412060301507,0.25
1km,1,3438.8412060301507,0.25
1km,1,2823,0.0
1km,1,2965,0.0
1km,1,2848,0.0
1km,1,2938,0.0
1km,1,3012,0.0
1km,1,3420.8412060301507,0.25
1km,1,2942,0.0
1km,1,2836,0.0
1km,1,2983,0.0
1km,1,2845,0.0
1km,1,2779,0.0
1km,1,2768,0.0
1km,1,2580,0.0
1km,1,2835,0.0
1km,1,3037,0.0
1km,1,2913,0.0
1km,1,2765,0.0
1km,1,2884,0.0
1km,1,2836,0.0
1km,1,2924,0.0
1km,1,2755,0.0
1km,1,2746,0.0
1km,1,2946,0.0
1km,1,2914,0.0
1km,1,2949,0.0
1km,1,3492.8412060301507,0.25
1km,1,2996,0.0
1km,1,2892,0.0
1km,1,3002,0.0
1km,1,3568.8412060301507,0.25
1km,1,2876,0.0
1km,1,3447.8412060301507,0.25
1km,1,2982,0.0
1km,1,2992,0.0
1km,1,2864,0.0
1km,1,2796,0.0
1km,1,3466.8412060301507,0.25
1km,1,2958,0.0
1km,1,4730.523618090452,0.5
1km,1,4030.6824120603014,0.4
1km,1,2803,0.0
1km,1,3479.8412060301507,0.25
1km,1,3565.8412060301507,0.25
1km,1,2884,0.0
1km,1,2892,0.0
1km,1,2910,0.0
1km,1,2920,0.0
1km,1,2888,0.0
1km,1,2954,0.0
1km,1,2904,0.0
1km,1,3031,0.0
1km,1,3539.8412060301507,0.25
1km,1,3383,0.0
1km,1,2868,0.0
1km,1,2947,0.0
1km,1,2976,0.0
1km,1,3989.6824120603014,0.4
1km,1,2892,0.0
1km,1,2941,0.0
1km,1,2938,0.0
1km,1,3448.8412060301507,0.25
1km,1,2792,0.0
1km,1,2975,0.0
1km,1,3555.8412060301507,0.25
1km,1,2944,0.0
1km,1,3507.8412060301507,0.25
1km,1,2486,0.0
1km,1,2991,0.0
1km,1,3461.8412060301507,0.25
1km,1,2935,0.0
1km,1,2970,0.0
1km,1,3595.8412060301507,0.25
1km,1,2761,0.0
1km,1,2956,0.0
1km,1,2808,0.0
1km,1,3027,0.0
1km,1,2966,0.0
1km,1,2848,0.0
1km,1,2832,0.0
1km,1,2948,0.0
1km,1,2889,0.0
1km,1,3461.8412060301507,0.25
1km,1,2843,0.0
1km,1,3467.8412060301507,0.25
1km,1,2902,0.0
1km,1,2822,0.0
1km,1,2807,0.0
1km,1,2939,0.0
1km,1,3497.8412060301507,0.25
1km,1,2953,0.0
1km,1,2908,0.0
1km,1,2802,0.0
1km,1,2824,0.0
1km,1,2900,0.0
1km,1,2883,0.0
1km,1,2774,0.0
1km,1,3403.8412060301507,0.25
1km,1,2963,0.0
1km,1,2920,0.0
1km,1,2918,0.0
1km,1,2893,0.0
1km,1,2527,0.0
1km,1,2960,0.0
1km,1,2851,0.0
1km,1,3528.8412060301507,0.25
1km,1,2908,0.0
1km,1,2869,0.0
1km,1,3502.8412060301507,0.25
1km,1,2763,0.0
1km,1,3544.8412060301507,0.25
1km,1,2931,0.0
1km,1,1759,0.0
1km,1,2929,0.0
1km,1,2898,0.0
1km,1,2880,0.0
1km,1,2836,0.0
1km,1,2875,0.0
1km,1,2840,0.0
1km,1,2913,0.0
1km,1,2863,0.0
1km,1,2828,0.0
1km,1,2824,0.0
1km,1,3646.8412060301507,0.25
1km,1,2917,0.0
1km,1,2673,0.0
1km,1,2844,0.0
1km,1,2859,0.0
1km,1,2995,0.0
1km,1,2874,0.0
1km,1,3509.8412060301507,0.25
1km,1,3381.8412060301507,0.25
1km,1,2900,0.0
1km,1,2839,0.0
1km,1,3055,0.0
1km,1,2778,0.0
1km,1,2861,0.0
1km,1,2954,0.0
1km,1,2851,0.0
1km,1,2986,0.0
1km,1,2904,0.0
1km,1,2670,0.0
1km,1,2893,0.0
1km,1,2884,0.0
1km,1,2907,0.0
1km,1,2952,0.0
1km,1,2917,0.0
1km,1,3996.6824120603014,0.4
1km,1,3263.8412060301507,0.25
1km,1,2938,0.0
1km,1,2858,0.0
1km,1,3453.8412060301507,0.25
1km,1,2681,0.0
1km,1,2904,0.0
1km,1,2851,0.0
1km,1,4128.682412060301,0.4
1km,1,2971,0.0
1km,1,2937,0.0
1km,1,2926,0.0
1km,1,2898,0.0
1km,1,3035,0.0
1km,1,3494.8412060301507,0.25
1km,1,2914,0.0
1km,1,2660,0.0
1km,1,3617.8412060301507,0.25
1km,1,2826,0.0
1km,1,2960,0.0
1km,1,2898,0.0
1km,1,2864,0.0
1km,1,2952,0.0
1km,1,2864,0.0
1km,1,3002,0.0
1km,1,3031,0.0
1km,1,4059.6824120603014,0.4
1km,1,2981,0.0
1km,1,3468.8412060301507,0.25
1km,1,2937,0.0
1km,1,2769,0.0
1km,1,4084.6824120603014,0.4
1km,1,3483.8412060301507,0.25
1km,1,2922,0.0
1km,1,2881,0.0
1km,1,3038,0.0
1km,1,2901,0.0
1km,1,2904,0.0
1km,1,2861,0.0
1km,1,2872,0.0
1km,1,3507.8412060301507,0.25
1km,1,3541.8412060301507,0.25
1km,1,2938,0.0
1km,1,2698,0.0
1km,1,2995,0.0
1km,1,2678,0.0
1km,1,2908,0.0
1km,1,3017,0.0
1km,1,2887,0.0
1km,1,2959,0.0
1km,1,3767.8412060301507,0.25
1km,1,3245.8412060301507,0.25
1km,1,2947,0.0
1km,1,2977,0.0
1km,1,2651,0.0
1km,1,4047.6824120603014,0.4
1km,1,2895,0.0
1km,1,2926,0.0
1km,1,2781,0.0
1km,1,2924,0.0
1km,1,2932,0.0
1km,1,2957,0.0
1km,1,2836,0.0
1km,1,2774,0.0
1km,1,3536.8412060301507,0.25
1km,1,2946,0.0
1km,1,2950,0.0
1km,1,3007,0.0
1km,1,2969,0.0
1km,1,3015,0.0
1km,1,2813,0.0
1km,1,2802,0.0
1km,1,2825,0.0
1km,1,2970,0.0
1km,1,2848,0.0
1km,1,2946,0.0
1km,1,2972,0.0
1km,1,2925,0.0
1km,1,2871,0.0
1km,1,2817,0.0
1km,1,2856,0.0
1km,1,3037,0.0
1km,1,2947,0.0
1km,1,2981,0.0
1km,1,3146,0.0
1km,1,2893,0.0
1km,1,2933,0.0
1km,1,2923,0.0
1km,1,2964,0.0
1km,1,2914,0.0
1km,1,2765,0.0
1km,1,2872,0.0
1km,1,2694,0.0
1km,1,2922,0.0
1km,1,2881,0.0
1km,1,3108,0.0
1km,1,2790,0.0
1km,1,2926,0.0
1km,1,2827,0.0
1km,1,3547.8412060301507,0.25
1km,1,2844,0.0
1km,1,3540.8412060301507,0.25
1km,1,2855,0.0
1km,1,2956,0.0
1km,1,2931,0.0
1km,1,2859,0.0
1km,1,2989,0.0
1km,1,2798,0.0
1km,1,2718,0.0
1km,1,2795,0.0
1km,1,3452.8412060301507,0.25
1km,1,2901,0.0
1km,1,2880,0.0
1km,1,3480.8412060301507,0.25
